COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,COD_SPRO,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201220050673,M,Incomplete Professional Education,Incomplete technical or technological,Independent,Home,Stratum 2,Level 2,Four,,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE ALFONSO JARAMILLO GUTIERREZ,PUBLIC,ACADEMIC,74,74,69,71,67,EK201830065522,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,ELECTRIC ENGINEERING,80,86,23,81,26,187,157,67,4,3,1,2
SB11201220050680,M,Complete primary ,Complete primary ,Independent,Home,Stratum 3,Level 1,Two,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE ALFONSO JARAMILLO GUTIERREZ,PUBLIC,ACADEMIC,72,55,64,62,67,EK201830205497,UNIVERSIDAD LIBRE-PEREIRA,CIVIL ENGINEERING,100,84,16,96,0,185,144,47,3,2,2,2
SB11201220050714,F,Complete Secundary,Complete technique or technology,Other occupation,Independent,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL SAN JOSE,PRIVATE,TECHNICAL,44,46,43,45,49,EK201830205445,UNIVERSIDAD LIBRE-PEREIRA,CIVIL ENGINEERING,31,22,46,24,5,107,125,17,1,1,2,2
SB11201220050720,F,Complete professional education,Complete technique or technology,Small entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL SAN JOSE,PRIVATE,TECHNICAL,49,46,50,38,48,EK201830205439,UNIVERSIDAD LIBRE-PEREIRA,CIVIL ENGINEERING,62,32,27,11,21,140,131,25,2,2,4,2
SB11201220050721,F,Complete Secundary,Complete Secundary,Other occupation,Home,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COL SAN JOSE,PRIVATE,TECHNICAL,52,43,44,42,50,EK201830063938,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,62,5,45,50,17,143,133,29,2,2,2,2
SB11201220051022,M,Complete professional education,Complete primary ,Technical or professional level employee,Home,Stratum 2,It is not classified by the SISBEN,Three,,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,IE PABLO EMILIO CARDONA,PUBLIC,ACADEMIC,73,67,71,70,57,EK201830108897,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,83,79,83,89,34,174,172,85,5,4,2,2
SB11201220051147,F,Incomplete Professional Education,Complete professional education,Independent,Operator,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL DE LOS SAGRADOS CORAZONES,PRIVATE,ACADEMIC,64,70,68,62,59,EK201830205477,UNIVERSIDAD LIBRE-PEREIRA,CIVIL ENGINEERING,92,70,79,85,82,195,178,89,5,4,3,2
SB11201220051216,M,Incomplete primary ,Incomplete Secundary,Small entrepreneur ,Executive,Stratum 2,Level 2,Four,,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,IE HERNANDO VELEZ MARULANDA,PUBLIC,TECHNICAL,52,51,50,58,46,EK201830122978,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,84,63,89,47,63,177,165,78,4,4,1,2
SB11201220051433,M,0,0,0,0,Stratum 2,Level 2,Two,,Yes,Yes,No,No,No,No,No,Yes,No,Yes,less than 1 LMMW,0,IE CARLOTA SANCHEZ,PUBLIC,ACADEMIC,64,60,66,61,82,EK201830108935,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,92,85,86,100,86,186,192,97,5,4,2,2
SB11201220052782,M,Incomplete primary ,Complete primary ,Independent,Home,Stratum 1,Level 1,Four,,No,No,No,Yes,No,No,No,Yes,Yes,No,less than 1 LMMW,No,IE JUAN HURTADO,PUBLIC,ACADEMIC,49,60,59,51,55,EK201830108934,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,27,58,53,81,48,154,151,58,3,3,1,2
SB11201220052828,F,Incomplete primary ,Complete Secundary,Home,Independent,Stratum 2,Esta clasificada en otro Level del SISBEN,Four,,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,IE JUAN HURTADO,PUBLIC,ACADEMIC,57,60,55,58,52,EK201830108956,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,INDUSTRIAL ENGINEERING,81,44,70,57,49,184,156,65,4,3,2,2
SB11201220052901,M,Incomplete primary ,Incomplete Secundary,Independent,Home,Stratum 2,Level 2,Two,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE NUESTRA SEÑORA DEL ROSARIO,PUBLIC,TECHNICAL/ACADEMIC,47,38,48,48,46,EK201830236831,UNIVERSIDAD LIBRE-PEREIRA,CIVIL ENGINEERING,51,41,74,45,17,86,144,47,3,2,2,2
SB11201220052927,M,Complete professional education,Complete professional education,Technical or professional level employee,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,IE NUESTRA SEÑORA DEL ROSARIO,PUBLIC,TECHNICAL/ACADEMIC,71,57,66,65,65,EK201830117353,UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA,MECHANICAL ENGINEERING,100,97,11,62,50,163,165,78,4,4,2,2
SB11201220053322,M,Complete primary ,Complete Secundary,Entrepreneur ,Operator,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COL COOP SAN FRANCISCO DE ASIS,PRIVATE,ACADEMIC,53,60,55,50,49,EK201830212746,UNIVERSIDAD LA GRAN COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,67,27,7,41,22,122,130,24,2,1,3,2
SB11201220053328,M,Postgraduate education,Complete Secundary,Executive,Home,Stratum 3,Level 3,Four,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Between 3 and less than 5 LMMW,No,COL COOP SAN FRANCISCO DE ASIS,PRIVATE,ACADEMIC,65,53,62,63,55,EK201830016738,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",MECHANICAL ENGINEERING,84,31,73,42,1,1,140,40,3,2,4,4
SB11201220053357,M,Complete professional education,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 2,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL DE LA PRESENTACION UBATE,PRIVATE,ACADEMIC,64,67,59,65,54,EK201830154548,UNIVERSIDAD CENTRAL-BOGOTÁ D.C.,MECHANICAL ENGINEERING,33,25,38,51,91,99,145,49,3,2,4,2
SB11201220053371,F,Incomplete Secundary,Complete professional education,Other occupation,Operator,Stratum 2,It is not classified by the SISBEN,Six,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL DE LA PRESENTACION UBATE,PRIVATE,ACADEMIC,74,60,66,70,59,EK201830154904,UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA,ELECTRONIC ENGINEERING,88,59,80,71,82,189,171,84,5,4,2,2
SB11201220053641,M,Complete Secundary,Complete primary ,Operator,Operator,Stratum 2,Level 2,Six,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DEL CARMEN,PUBLIC,ACADEMIC,59,53,50,55,48,EK201830073204,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C.,CIVIL ENGINEERING,88,54,67,36,39,107,154,63,4,3,2,2
SB11201220054264,F,Complete Secundary,Incomplete Secundary,Other occupation,Home,Stratum 2,Level 2,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA REPUBLICA DE FRANCIA,PUBLIC,TECHNICAL/ACADEMIC,62,55,59,65,43,EK201830097439,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,68,48,69,47,81,131,158,69,4,3,1,2
SB11201220054557,M,Incomplete Professional Education,Incomplete Professional Education,Small entrepreneur ,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA DEPARTAMENTAL ALONSO DE OLALLA,PUBLIC,TECHNICAL/ACADEMIC,68,50,52,50,55,EK201830213995,UNIVERSIDAD LA GRAN COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,99,87,65,78,88,159,183,92,5,4,4,2
SB11201220054757,F,Incomplete primary ,Incomplete Secundary,Independent,Operator,Stratum 2,Level 2,Four,,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INSTITUCION EDUCATIVA DEPTAL. FRANCISCO JOSE DE CALDAS,PUBLIC,TECHNICAL/ACADEMIC,53,43,50,50,43,EK201830081943,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-GIRARDOT,CIVIL ENGINEERING,41,5,29,8,33,144,122,14,1,1,1,2
SB11201220054769,F,Complete professional education,Complete primary ,Independent,Independent,Stratum 2,Level 2,Two,,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,INSTITUCION EDUCATIVA DEPTAL. FRANCISCO JOSE DE CALDAS,PUBLIC,TECHNICAL/ACADEMIC,48,48,53,48,49,EK201830012586,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",CIVIL ENGINEERING,82,73,55,52,79,79,163,75,4,4,4,4
SB11201220054910,M,Complete primary ,Complete primary ,Operator,Home,Stratum 3,Level 3,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E.M. SANTIAGO PEREZ,PUBLIC,TECHNICAL/ACADEMIC,51,46,49,40,40,EK201830131930,FUNDACION UNIVERSITARIA LOS LIBERTADORES-BOGOTÁ D.C.,MECHANICAL ENGINEERING,45,44,8,28,5,133,122,14,1,1,1,2
SB11201220054991,F,Complete Secundary,Complete Secundary,Auxiliary or Administrative,Auxiliary or Administrative,Stratum 2,Level 2,Three,,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E.M. SANTIAGO PEREZ,PUBLIC,TECHNICAL/ACADEMIC,47,39,50,51,45,EK201830126724,UNIVERSIDAD ECCI-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,53,11,38,11,7,125,122,14,1,1,2,2
SB11201220055120,F,0,0,0,0,Stratum 2,Esta clasificada en otro Level del SISBEN,Two,,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,COLEGIO DE LA PRESENTACION ZIPAQUIRA,PRIVATE,ACADEMIC,47,64,65,57,60,EK201830024828,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,56,40,77,74,88,88,163,75,4,4,4,4
SB11201220055139,F,Complete Secundary,Complete professional education,Retired,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COLEGIO DE LA PRESENTACION ZIPAQUIRA,PRIVATE,ACADEMIC,59,40,48,58,44,EK201830042264,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,33,11,7,78,14,14,126,19,1,1,4,3
SB11201220055189,M,Complete Secundary,Incomplete Secundary,Independent,Home,Stratum 3,Level 2,Four,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E.M. TECNICO INDUSTRIAL,PUBLIC,TECHNICAL/ACADEMIC,64,62,59,62,71,EK201830058160,UNIVERSIDAD ECCI-BOGOTÁ D.C.,MECHANICAL ENGINEERING,92,30,89,77,79,166,170,83,5,4,2,2
SB11201220055228,F,Incomplete Professional Education,Incomplete technical or technological,Independent professional,Operator,Stratum 3,Level 3,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,I.E.M. TECNICO INDUSTRIAL,PUBLIC,TECHNICAL/ACADEMIC,58,54,57,60,46,EK201830190354,UNIVERSIDAD DE LA SABANA-CHIA,CHEMICAL ENGINEERING,86,55,57,91,68,152,169,81,5,4,2,4
SB11201220055256,F,Incomplete Secundary,Complete Secundary,Small entrepreneur ,Home,Stratum 2,Level 2,Six,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,I.E.M. TECNICO INDUSTRIAL,PUBLIC,TECHNICAL/ACADEMIC,61,62,60,56,57,EK201830013637,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",CIVIL ENGINEERING,94,70,78,60,73,73,171,83,5,4,2,4
